text,subject,fake
"A coordinated effort to spew anti-Trump propaganda by reporters from CNN and ABC has us pretty disgusted. We previously reported on a CNN reporter (see below) who said pretty much verbatim what Matthew Dowd of ABC just said:ABC Reporter Matthew Dowd:.@matthewjdowd: ""Our moral authority in the world has been drastically diminished,"" reducing our ability to weigh in on protests in Iran. ""How can we talk about what's going on Iran when we don't talk about what goes on in Russia?"" #ThisWeek pic.twitter.com/H24KxuNWGv  ABC News Politics (@ABCPolitics) December 31, 2017WE PREVIOUSLY REPORTED ON A CNN POLITICAL HACK WHO SAID ALMOST THE SAME THING: CNN correspondent Arwa Damon takes the propaganda route and sides with Iran in bashing America by saying we  don t have a moral leg to stand on .  This is a mind blower We just reported that America gives over $24 billion in aid to countries around the world. Iran has been bashing the U.S. for decades and now this liberal hack at CNN says the world thinks we don t have a moral leg to stand on? America has literally been the beacon of light for the world! We give more than anyone and are taking in the most refugees by far.  The world  might need to do a reality check on this one Via Daily Caller: During CNN s coverage of protests in Iran Saturday, a correspondent read a statement from the Iranian government, adding that many countries are  frustrated  with the United States, and that many think America doesn t have a  moral leg to stand on. CNN correspondent Arwa Damon said,  This coming out from the [Iranian] foreign ministry, not only talking about the fact that they view the government of President Trump as the greatest bearer of ill will towards Iran but going on to say that,  The people of Iran give no value or credibility to such opportunistic expressions by the Government or the person, Mr. Trump. American officials, through their conduct have not earned a place from which they can express masked sentiments as sympathies, for the aware of the people of Iran. This reporter has a history of being anti-Israel. Is CNN taking sides in the Iranian uprising? We think so.To watch the video: Daily Caller",politics,0
"Barbra Streisand was an Obama sycophant and one of the corrupt Clinton s most loyal fans. She is also part of the Hollywood liberal  resistance  movement. Much like Rosie O Donnell, Kathy Griffin, and literally hundreds of overpaid celebrities, Barbara Streisand is obsessed with tweeting about how much she hates President Trump. It s Streisand s latest tweet that has conservatives calling her out for her complete and utter  stupidity .Streisand tweeted: Collusion or no collusion, @realDonaldTrump should be impeached for sheer stupidity. Collusion or no collusion, @realDonaldTrump should be impeached for sheer stupidity.  Barbra Streisand (@BarbraStreisand) December 30, 2017Twitter users wasted no time DESTROYING the  has been  entertainer.This tweet suggested her music and acting awards should be recalled due to the  sheer stupidity  of the recipient.I can think of a lot of Oscars, Emmy s, Tony s and Grammy s that should be recalled due to sheer stupidity of the recipient. Particularly this one:   https://t.co/f4KtzLsOQA  AnneMarie (@bulliegirl1959) December 30, 2017Dan Bongino suggested that talent aside, Streisand should be mocked for failing constitutional basics 101.Singing or no singing @BarbraStreisand should be mocked for failing constitutional basics 101. https://t.co/EeFKkiYtOb  Dan Bongino (@dbongino) December 30, 2017 Mike  truly schooled Streisand when he explained to her,  You can t impeach a President, because of your feelings, Barbra. You can't impeach a President, because of your feelings, Barbra. https://t.co/vsmuW223pI  Mike (@Fuctupmind) December 30, 2017Barbra got destroyed in one powerful image reminding her that  Impeachment requires an actual crime  pic.twitter.com/BBW1lEY9hn  chach malone (@chachmalone) December 30, 2017OUCH!  Rita  replied to Barbra that she used to be a fan, but no more. She even took it a step further, and let Barbra know that she was now on her  boycott list!!! I was a Fan of you!!! Now you are on my boycott list!!!  Rita Reisch Afd    (@rita_reisch) December 30, 2017Finally, this Twitter user refers to Barbra Streisand as a  has been  vs the President.There ya go!! A has been vs the President  beaner (@CWhitam) December 30, 2017",politics,0
"Everyone suspected the sketchy Steele Dossier was what corrupt FBI and DOJ officials used to get the October 2016 FISA warrant against Trump. FBI and DOJ officials refuse to answer that question publicly.Rep Ron DeSantis (R-FL) said in a statement: We now know that the so-called Steele dossier was paid for by the Democratic Party in an effort to gin up negative information regarding then-candidate Trump. What the American people deserve to know is whether the information compiled by Steele on the Democrats  dime was used by the Obama administration to obtain approval to conduct surveillance against Trump associates. The FBI has stonewalled producing these documents for months and their production shouldn t be limited to closed door viewing by a small number of members of Congress. The Trump administration should immediately declassify all the documents used to obtain surveillance warrants against Trump or his associates. Immediately after his inauguration, President Trump came out swinging over the  fake  Russian dossier. He even went as far as to blame the intelligence community.  President Trump was immediately criticized for his comments, and the media behaved as though he was insane to even insinuate such a wild theory. As it turns out, he wasn t too far off the mark.CT   Despite a hundred different ways congressional investigators have asked the question, and despite numerous on-camera questions to FBI and DOJ officials about the 2016 FISA process, no-one had definitively confirmed the Christopher Steele  Russian Dossier  was the underlying evidence for the 2016 FISA application to gain wiretaps and electronic surveillance upon presidential candidate Donald Trump. UNTIL NOW.Senator Lindsey Graham just confirmed the sketchy Steele Dossier was used to get the wiretap and surveillance warrant from the FISA court. Brian Kilmeade understood what he was hearing was serious, but didn t quite catch the specific gravity of it. Watch at starting at the 04:10 mark: The back-story to the FISA warrant is the cornerstone. The back-story contains both the FBI and the DOJ scheme. Expose it, remove it, and the entire  muh Russia conspiracy  collapses under the weight of sunlight This is critical and important because the specific use of the Steele Dossier underpins the BIG UGLY and exposes the entire top-tier apparatus of the FBI Counterintelligence Division (Peter Strzok, Bill Priestap, James Baker, Andrew McCabe) and the DOJ National Security Division (John Carlin, Stuart Evans, Mary McCord and Sally Yates), as well as DOJ Bruce Ohr and FBI lawyer Lisa Page directly to  conspiracy  charges.The 2016 FBI counterintelligence operation was surveillance on the Trump Campaign and was thinly disguised under the fraudulent auspices of a FISA warrant, sold as a defense of U.S. democracy from Russia, which permitted the wiretaps and surveillance etc.The DOJ involvement surrounds legal arguments, processing of FISA applications, and use of the legal system to support the FBI operation with actionable legal framing (against Trump). The DOJ National Security Division carried out that collaboration with the FBI.Tablet Mag did a deep dive into the Fusion-GPS connection to the creation of the Steele Dossier; and more specifically how Fusion-GPS head Glenn Simpson and his wife Mary Jacoby were instrumental in getting the dossier assembled and into the hands of the White House prior to the DOJ and FBI applying for the FISA warrant   SEE HERE.Tablet Mag outlines how Mary Jacoby even bragged about getting the  Russiagate  narrative started:A Tablet investigation using public sources to trace the evolution of the now-famous dossier suggests that central elements of the Russiagate scandal emerged not from the British ex-spy Christopher Steele s top-secret  sources  in the Russian government which are unlikely to exist separate from Russian government control but from a series of stories that Fusion GPS co-founder Glenn Simpson and his wife Mary Jacoby co-wrote for TheWall Street Journal well before Fusion GPS existed, and Donald Trump was simply another loud-mouthed Manhattan real estate millionaire.Understanding the origins of the  Steele dossier  is especially important because of what it tells us about the nature and the workings of what its supporters would hopefully describe as an ongoing campaign to remove the elected president of the United States.[ ] In a Facebook post from June 24, 2017, that Tablet has seen in screenshots, Jacoby claimed that her husband deserves the lion s share of credit for Russiagate. (She has not replied to repeated requests for comment.)  It s come to my attention that some people still don t realize what Glenn s role was in exposing Putin s control of Donald Trump,  Jacoby wrote.  Let s be clear. Glenn conducted the investigation. Glenn hired Chris Steele. Chris Steele worked for Glenn. This assertion is hardly a simple assertion of family pride; it goes directly to the nature of what became known as the  Steele dossier,  on which the Russiagate narrative is founded. (read more)The Tablet-Mag outline shows the distinct trail of the finished Steele Dossier entering into the White House and how President Obama likely saw and reviewed the content.However, missing from this report is an origination angle even more nefarious.Remember, previous media reporting -in conjunction with Clinton campaign admissions- have confirmed the DNC and Clinton Campaign financed Fusion-GPS through their lawyers within Perkins Coie. Fusion then hired Nellie Ohr the wife of DOJ Deputy Bruce Ohr who thereafter sub-contracted with retired British MI6 agent Christopher Steele to write/research/provide credibility for  the dossier. The dates here are important because they tell a story.The origin of the Clinton effort with Fusion-GPS was April 2016. That s the same month Fusion hired Nellie Ohr, wife of DOJ Deputy Bruce Ohr, to gather opposition research on candidate Trump. It would be most likely that Nellie Ohr was in contact with Christopher Steele. DOJ Deputy Attorney Bruce Ohr was later demoted for his unreported contacts with Christopher Steele and Fusion-GPS founder Glenn Simpson in October 2016; the same month the FISA warrant was granted.However, there was another event in this April 2016 timeline which enhances the trail of the Dossier origination. [Hat Tip Katica] Check this out:In April 2016 Mary Jacoby shows up on White House visitor logs meeting with President Obama officials. In April 2016 the Clinton Campaign and DNC hired Fusion-GPS to organize the Russia research, that later became known as the  Steele Dossier .(link to White House Logs)The wife of Glenn Simpson (Fusion GPS), Mary B. Jacoby, with years of Russia-angled reporting  including Donald Trump  visits the White House in April 2016, at the same time as the DNC and Clinton hire Fusion GPS to conduct the opposition research on Donald Trump, surrounding Russia?This timeline is entirely too obvious to be coincidental.Expand slightly and consider:April: Mary Jacoby, wife of Fusion GPS founder Glenn Simpson, visits the White House. The Clinton Campaign and DNC then hire Fusion GPS to conduct  Opposition Research , with a Russian emphasis. Fusion GPS then hires Nellie Ohr who specializes in Russian-centric counterintelligence. Nellie Ohr then contacts MI6 agent Christopher Steele to write a Russian Dossier. A month later, May 2016: Nellie Ohr s husband inside the DOJ, Bruce Ohr, is then working with FBI counterintelligence head Peter Strzok. By June 2016: Peter Strzok, Bruce Ohr, and DOJ Attorney Lisa Page then apply for the first FISA warrant.[June 24th, 2017, Mary Jacoby appears on Facebook taking credit for the origination of the Russiagate narrative.]This timeline is so transparent it s deafening.[More from the Tablet] Simpson and Jacoby had ID d Manafort as a world-class sleazeball and they were right. A slick Georgetown Law grad running in GOP circles since the Reagan campaign, Manafort used his talents and connections to get paid by some very bad people. I would only add here that, in my personal experience, journalists are not in the habit of forgetting major stories they ve written, especially stories with a character like Manafort at the center.So when the Trump campaign named Paul Manafort as its campaign convention manager on March 28, 2016, you can bet that Simpson and Jacoby s eyes lit up. And as it happened, at the exact same time that Trump hired Manafort, Fusion GPS was in negotiations with Perkins Coie, the law firm representing the Clinton campaign and the DNC, to see if there was interest in the firm continuing the opposition research on the Trump campaign they had started for the Washington Free Beacon. (more)Mary Jacoby and Glenn Simpson   Fusion GPSIf the counterintelligence FISA warrant was obtained through deception, misleading/manipulated information, or fraud; and that warrant is what led to the wiretapping and surveillance of candidate Donald Trump and General Flynn; and that warrant was authorized by FISA Court Judge Contreras  who was the judge in Flynn s case, and is now recused  the entire tenuous FBI and DOJ operation begins to collapse and the outline of a  conspiracy  becomes clearly evident.The back-story to the FISA warrant is the cornerstone. The back-story contains both the FBI and the DOJ scheme. Expose it, remove it, and the entire  muh Russia  conspiracy fraud collapses under the weight of sunlight.Go HERE to see the entire fascinating investigation compiled by The Conservative TreehouseWATCH President Trump tell FOX Business  Lou Dobbs what he thinks about the Democratic efforts to smear him during his presidential campaign in an exclusive interview.",politics,0
"It s been said that good fences make good neighbors. But in Aspen, Colo., this week, Vice President Mike Pence has something different posted between his vacation lodging and that of the people next door.Specifically, it s a rainbow banner reading  Make America Gay Again.  It appeared on a stone pillar in front of the house where Pence and his wife are staying this week.VP @mike_pence is staying in a house near #Aspen on vacation. His neighbors have a colorful message for him. https://t.co/Ldef4h1G8U via @JasonAuslander pic.twitter.com/PzWqmN9Iml  Aspen Times (@TheAspenTimes) December 30, 2017The daughters of the couple across the street and one of their girlfriends reportedly draped the rainbow banner on the pillar while a Pitkin County deputy and Secret Service members stood nearby, the Aspen Times reported. The stone pillar is situated at the end of the driveway between the two homes.According to the Times, the Secret Service agents were unfazed when the women draped the banner over the pillar, telling them,  We re not here to control your free speech rights.    FOX News Conservative Gay Guy  expressed his disgust for the people who placed the  Make America Gay Again  banner across from the Pence family vacation retreat. He tweeted:  I may be gay, but I m tired of this crap. My life doesn t revolve around my sexuality. I m a person first. The so-called tolerant left just continues to cause more division in this country. Mike Pence's neighbors in Aspen hung a ""Make America Gay Again"" banner.I may be gay, but I'm tired of this crap. My life doesn't revolve around my sexuality. I'm a person first. The so-called tolerant left just continues to cause more division in this country.  Conservative Gay Guy (@ConservGayGuy) December 30, 2017Conservative Gay Guy is not afraid to call out liberal gays for being intolerant, he s also not afraid to call out his liberal friends for their hypocrisy:None of my conservative family members or friends turned their back on me when I came out as gay.However, 2 of my friends became social justice warriors & stopped being friends with me over my political views.The side that claims to be tolerant/compassionate isn't really so.  Conservative Gay Guy (@ConservGayGuy) December 7, 2017When Muslim  feminst  (LOL!) activist Linda Sarsour tweeted in support of Sharia Law, Conservative Gay Guy destroyed her with his response:You'll know when you're living under Sharia Law if suddenly all your loans & credit cards become interest free. Sound nice, doesn't it?  Linda Sarsour (@lsarsour) May 13, 2015I'll know when I'm thrown off a building for being gay. https://t.co/bxREbbopLb  Conservative Gay Guy (@ConservGayGuy) December 28, 2017Conservative Gay Guy hit the nail on the head with this illegal immigration analogy:If half a family bought tickets to Disneyland & half snuck in, would they be breaking up families by kicking out the ones who snuck in? Isn't the half who paid allowed to leave with them? Please take the free education & go back to your country now that you know how to fix it.  Conservative Gay Guy (@ConservGayGuy) December 28, 2017",politics,0
"This would be a laugh a minute except for the fact that millions actually listen to this guy The most recent ramblings from U2 s Bono are a litany of lefty talking points that you ve heard a million times. Social justice yada, yada, yada .People like Bono have absolutely no clue what Trump is about and what his mission has been. Bono is so sucked in by the Clintons and other limousine liberals that he s living in La La Land BLEAKEST ERA U2 frontman Bono bashed President Donald Trump in a lengthy Rolling Stone cover story this week, lamenting Trump s criticism of the press and said the election of the real estate mogul and the current political climate  is surely the bleakest era since Nixon. In the Western world, in our lifetime, there has never been a moment, until very recently, when fairness and equality was not improving,  the Irish rocker said.  There were setbacks, but it was as if the world was on a trajectory toward fairness and justice and equality for all. But then the election of Trump happened, Bono said, and then  People s innocence had died. And a generation that had grown up thinking that the human spirit had a natural evolution toward fairness and justice was learning this might not be the case. My attitude was,  OK, good. Now it is time we wake up and realize we can t take any of this for granted. Big primates have been around a lot longer than democracy, and this dude who shall not be named   he is just a new manifestation of that big primate,  the 57-year-old said of Trump who he believes he can t work with on policy  because you can t believe what he says. And a generation that had grown up thinking that the human spirit had a natural evolution toward fairness and justice was learning this might not be the case. My attitude was,  OK, good. Now it is time we wake up and realize we can t take any of this for granted. Big primates have been around a lot longer than democracy, and this dude who shall not be named   he is just a new manifestation of that big primate,  the 57-year-old said of Trump who he believes he can t work with on policy  because you can t believe what he says. Read more: Breitbart",politics,0
"Friday on MSNBC, climate activist Bill Nye warned conservatives to  watch out,  saying progressive blue states will  address climate change  on their own.Nye said,  Only 40 percent of people in the U.S. think that Congress should be addressing this and that s because certain conservative groups, especially from the fossil fuel industry, have been very successful in introducing the idea that scientific uncertainty, plus or minus two percent, is the same as plus or minus 100 percent. He continued,  There s a lot of emphasis from conservatives on what are writ-large states rights. Just watch out, conservatives, if states rights include California, Illinois, New York   these places that, where people voted in a progressive fashion   watch out if all those places start to address climate change and then impose economic sanctions, either overtly or by default, on places that have not embraced the work that needs to be done. Then you ll end up with this states rights working the other way. He added,  We ve got to remind people that we re all in this together. The people I think about all the time are what are eloquently stated as the hillbillies. We want to engage everybody. Not working to address climate change is in no one s best interest. It is not in the best interest, especially of your children and grandchildren. A couple of times you mentioned that I am against the president and so on. I m not especially against the president. I just think he s gotten himself surrounded by people who are willing to mortgage the future, to let the people who are coming into the workforce now pay for the future. This is true, not just with regard to the national debt, which will almost certainly increase the same way it tripled under the beloved Ronald Reagan, not only will that national debt increase, but the climate debt, in a sense, what we have to do to address climate change, will be more and more difficult to pay back or pay down.    Breitbart NewsThe climate change debate went nuclear last year, over a whistleblower s explosive allegation that the National Oceanic and Atmospheric Association manipulated data to advance a political agenda by hiding the global warming  pause. In an article on the Climate Etc. blog, John Bates, who retired last year as principal scientist of the National Climatic Data Center, accused the lead author of the 2015 NOAA  pausebuster  report of trying to  discredit  the hiatus through  flagrant manipulation of scientific integrity guidelines and scientific publication standards. In addition, Mr. Bates told the Daily [U.K.] Mail that the report s author, former NOAA National Centers for Environmental Information director Thomas Karl, did so by  insisting on decisions and scientific choices that maximized warming and minimized documentation. Gradually, in the months after [the report] came out, the evidence kept mounting that Tom Karl constantly had his  thumb on the scale    in the documentation, scientific choices, and release of datasets   in an effort to discredit the notion of a global warming hiatus and rush to time the publication of the paper to influence national and international deliberations on climate policy,  Mr. Bates said Saturday on Climate Etc.The June 2015 report,  Possible artifacts of data biases in the recent global surface warming hiatus,  which updated the ocean temperature record, was published six months before the U.N. s Paris summit.The accusations sparked a fierce back-and-forth Sunday between so-called climate warmists and skeptics over the validity and implications of Mr. Bates  claim, which he defended on the Climate Etc. blog run by former Georgia Tech climatologist Judith Curry.Zeke Hausfather, Berkeley Earth climate scientist, said in a Sunday  fact-check  on the CarbonBrief blog that the Karl paper s conclusions  have been validated by independent data from satellites, buoys, and Argo floats and many other independent groups. While NOAA s data management procedures may well need improvement, their results have been independently validated and agree with separate global temperature records created by other groups,  Mr. Hausfather said, citing Berkeley Earth and the U.K. s Met Office Hadley Centre.He said the record  strongly suggests that NOAA got it right and that we have been underestimating ocean warming in recent years. Meanwhile, the whistleblowing prompted a  we-told-you-so  moment from Republicans on the House Science, Space and Technology Committee who have long suspected the Obama administration of retroactively fiddling with climate data in order to erase the 1998-2013 pause in global temperature increases. Now that Dr. Bates has confirmed that there were heated disagreements within NOAA about the quality and transparency of the data before publication, we know why NOAA fought transparency and oversight at every turn,  said Chairman Lamar Smith in a Sunday statement.The panel launched an investigation into the NOAA pausebuster report after whistleblowers said the study was  rushed to publication before underlying data issues were resolved to help influence public debate about the so-called Clean Power Plan and upcoming Paris climate conference. Dr. Bates  revelations and NOAA s obstruction certainly lend credence to what I ve expected all along   that the Karl study used flawed data, was rushed to publication in an effort to support the president s climate change agenda and ignored NOAA s own standards for scientific study,  Mr. Smith said.Mr. Bates said he decided to come forward after reading a Washington Post article Dec. 13 that said federal scientists are  frantically copying U.S. climate data, fearing it might vanish under Trump. As a climate scientist formerly responsible for NOAA s climate archive, the most critical issue in archival of climate data is actually scientists who are unwilling to formally archive and document their data,  he said on Climate Etc.In his experience, the  most serious example of a climate scientist not archiving or documenting a critical climate dataset was the study of Tom Karl et al. 2015 (hereafter referred to as the Karl study or K15), purporting to show no  hiatus  in global warming in the 2000s. NOAA did not return immediately Sunday a request for comment. The Daily Mail said that Mr. Karl  admitted the data had not been archived when the paper was published  but denied trying to influence the climate summit. Asked why he had not waited, he said:  John Bates is talking about a formal process that takes a long time. He denied he was rushing to get the paper out in time for Paris, saying:  There was no discussion about Paris,  said the Daily Mail article.The American Geophysical Union issued a statement saying it was  very closely monitoring the situation, have considered the possible implications, and will be sharing any new information or response by AGU with you here. ",politics,0
"The Trump administration on Friday announced the United States will deny Pakistan military aid amounting to $255 million as it expects Islamabad to take decisive action  against terrorists and militants on its soil . The United States does not plan to spend the $255 million in FY 2016 in Foreign Military Financing for Pakistan at this time,  said a spokesperson of the President s National Security Council in a statement to Hindustan Times. The President has made clear that the United States expects Pakistan to take decisive action against terrorists and militants on its soil, and that Pakistan s actions in support of the South Asia Strategy will ultimately determine the trajectory of our relationship, including future security assistance. The Administration continues to review Pakistan s level of cooperation. The statement reflected and sealed the administration s complete disillusionment with Pakistan, which had sought to brazenly disregard the explicit warnings issued by President Donald Trump personally and leading members of his cabinet, such as secretaries James Mattis and Rex Tillerson.Financial Times reported last week that  the Trump administration is considering dropping Pakistan as an ally as it examines tough measures to quell more than 20 terrorist groups it says are based in the country.  Here again, the President who is daily derided and ridiculed by foreign policy  experts  is right, and they are wrong: Pakistan is no ally, and has not been for years. This is a rupture that is much needed and long overdue.President Trump has accused the Pakistani government of  housing the very terrorists that we are fighting. And it s true, with the most notorious of these being Osama bin Laden himself. Journalist Carlotta Gall, who reported from Afghanistan for the New York Times for twelve years, reported in March 2014 that:Soon after the Navy SEAL raid on Bin Laden s house, a Pakistani official told me that the United States had direct evidence that the ISI chief, Lt. Gen. Ahmed Shuja Pasha, knew of Bin Laden s presence in Abbottabad. The information came from a senior United States official, and I guessed that the Americans had intercepted a phone call of Pasha s or one about him in the days after the raid.  He knew of Osama s whereabouts, yes,  the Pakistani official told me. The official was surprised to learn this and said the Americans were even more so.He shouldn t have been. It had been obvious for years at that point, and remains obvious, that the Pakistanis had been aiding the same jihadists that the U.S. government has been giving them billions of dollars to fight. This could be the severest blow dealt to Islamabad by this administration if it indeed decided to withhold it,  said a leading US expert on Pakistan, who did not want to be identified.  There is more coming,  the expert added.  IOTWReportThe amount, $255 million, is left over from $1.1 billion aid earmarked for Pakistan in 2016, and which included non-military aid as well. It was cleared for handing over in August, just days before it would lapse as unspent money.First reported by The New York Times, the move to withhold the money, which may not be large but would have signaled US backing, is reported to have come shortly after Pakistan refused to hand over to the Americans an operative of the Haqqani Network apprehended during the rescue of an American-Canadian family in October.The Haqqani Network is an affiliate of Afghan Taliban and works out of Pakistan, inflicting massive casualties on the US-led international coalition in Afghanistan. Frustrated by Islamabad s reluctance to give them, the United States has tied large portions of military aid payments to Pakistan for its actions aimed at debilitating the network.Pakistan, however, has chosen to lose hundreds of millions of dollars in such payments over 2015 and 2016, instead of kicking out the terrorists. And it has lost equity.The Trump administration was clear from the start it wouldn t countenance continuity in ties and aid without real changes.  We have been paying Pakistan billions and billions of dollars at the same time they are housing the very terrorists that we are fighting,  President Donald Trump had said unveiling his new South Asia strategy in August.  But that will have to change, and that will change immediately.   Hindustan Times",politics,0
"#JokeNewsAfter record, cold temperatures were reported across the United States, President Trump took to Twitter to mock the  Global Warming  scam supported by shyster politicians like Al Gore and Barack Obama, who were poised to extort trillions of US taxpayer dollars to fund their global climate change scam.Trump tweeted:  In the East, it could be the COLDEST New Year s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up! In the East, it could be the COLDEST New Year s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up!  Donald J. Trump (@realDonaldTrump) December 29, 2017Accuweather backed up President Trump s tweet with this report:Cold air rivaling that of the past 100 years for late December and early January will make it painful to be outdoors and may lead to damage in the central and the northeastern United States.AccuWeather RealFeel  Temperatures are projected to be below zero over much of the Northeast and well below zero in much of the Midwest.In the coming days, RealFeel temperatures 5 to 20 degrees below zero will be common. in the northern tier, RealFeel temperatures may dip as low as 30 to 40 degrees below zero.From The Hill:Former  Jersey Shore  cast member Vinny Guadagnino shot back at President Trump on Thursday after Trump said the United States could use some  good old global warming  to heat up cold states. I think climate change is more complex than global warming will make it hotter,  Guadagnino tweeted to Trump.  It has to do with disruptions of atmospheric conditions, ocean patterns, jet streams and s t like that. ""Jersey Shore"" cast member schools Trump on climate change https://t.co/Vlfl6hskeT pic.twitter.com/URSHWTqgw0  The Hill (@thehill) December 29, 2017The former MTV reality star later responded to Twitter users who mocked him for replying to Trump, asking  why does having a summer shore house automatically make [you] stupid? Per my last tweet about global warming and ppl saying it s bad when someone from  jersey shore  educates the president etc.I get the joke but why does having a summer shore house automatically make u stupid?No smart ppl ever partied with friends on weekends?  Vinny Guadagnino (@VINNYGUADAGNINO) December 29, 2017The Hill then attempted to prove how smart Vinny Guadagnino s was because other Democrats also mocked President Trump s tweet:Democratic lawmakers also slammed Trump following the tweet.Sen. Elizabeth Warren (D-Mass.) tweeted that the U.S. has a  moral obligation  to combat climate change, and Sen. Sheldon Whitehouse (D-R.I.) blasted the tweet as  embarrassing. Trump has denied that global warming exists in the past, claiming it was  created by and for the Chinese in order to make U.S. manufacturing non-competitive. Here s a closer look at the guy who  The Hill  claims  schooled  President Trump on phony  Global Warming  on Twitter: The energizer bunny ! Follow me on   vinguadagnino for more inspiration in a chipmunk voice pic.twitter.com/JWj3OmKhf5  Vinny Guadagnino (@VINNYGUADAGNINO) December 6, 2017Here s how Twitter users responded to  The Hill s  tweet:Mueller Day mocked  The Hill  for using a guy who coined the phrase  GTL  (gym, tan, laundry) for suggesting he  schooled our President.Ok, the dude who was instrumental in coining the phrase ""GTL"" (gym, tan, laundry) has just schooled the ""president"" on the science behind global warming. The world can end now. We've come full circle and there's nothing left to do.  Mueller day (@TiersOfLove) December 29, 2017This Twitter user mocked  The Hill  for using a reality MTV show cast member s tweet to disproved President Trump s belief about phony global warming science:Yikes! You're scraping the bottom of the barrel, aren't ya? Who's next? Mama June on foreign affairs          (@EuroRaver) December 30, 2017nea sportsfan reminds  The Hill  that the  Founder of the Weather Channel says climate change is bull Founder of weather channel says climate change is bull  nea sportsfan (@sportsfanNEA) December 30, 2017twentyman also mocked  The Hill  for using the reality MTV star s tweet, calling them #FakeNews: Jet streams and shit like that    what  school  are you referring to, you #FakeNews propagator?""Jet streams and shit like that""   what 'school' are you referring to, you #FakeNews propagator?  twentyman (@tirbagofah) December 29, 2017Justin hilariously reminded  The Hill  of a 2015 tweet by Bernie Sanders:Maybe Vinny can ""school"" Bernie too.https://t.co/wW9qEuhykH  Justin   (@JustCrum79) December 29, 2017Here s the tweet from Bernie Sanders where he blames a 65-degree day on Christmas Eve in 2015 on  climate change :Nobody can recall a Christmas Eve where the temperature was 65 degrees. Why is it that we're not effectively addressing climate change?  Bernie Sanders (@SenSanders) December 28, 2015",politics,0
"The conservative 45Committee is out with a new video,  Year One,  celebrating President Donald Trump s accomplishments so far during his first year in office. President Trump and Vice President Pence have had an incredible year of accomplishments from day one to today,  said 45Committee president Brian Baker.  Year One showcases their record of historic tax cuts and much, much more. Here are all the accomplishments the group lists for 2017:MAGA!",politics,0
"A week after President Trump endorsed Ron DeSantis for Florida governor via Twitter, a handful of billionaires have thrown their support behind the three-term Republican congressman, per Politico.Here s President Trump s tweet endorsing Rep. Ron DeSantis for governor of Florida.  Trump tweeted:  Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER! Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER!  Donald J. Trump (@realDonaldTrump) December 22, 2017Why it matters: The monetary support DeSantis has received could prove instrumental in his race, because, in a  state as big as Florida, where a week s worth of saturation TV during next year s general election could cost as much as $3 million, cash is king,  per Politico.Supporters include casino magnate Sheldon Adelson, hedge fund heiress Rebekah Mercer, investment tycoon Foster Friess, as well as other donors who have funded Trump s 2016 campaign and the conservative Koch brothers  network, per Politico.  AxiosRepresentative Ron DeSantis (R-FL) is a fighter. Here s an example of how DeSantis took on the fake Trump-Russian collusion story:Sun Sentinel   DeSantis, who hasn t officially announced his candidacy, thanked Trump in a press release with the headline,  President Trump Backs Ron DeSantis for Governor of Florida. I m grateful to have the president s support and appreciate what he has done,  DeSantis said, adding praise for Trump achievements that have pleased conservatives: recognizing Jerusalem as Israel s capital, signing the tax reform legislation, and appointing conservative judges.DeSantis, a Republican from Ponte Vedra Beach, has been a strong supporter of Trump.In August, he proposed cutting off funding for special counsel Robert Mueller s investigation into possible ties between the Trump campaign and Russian efforts to influence the 2016 presidential election.DeSantis  proposal, which went nowhere, would have stopped money for the investigation 180 days after it becomes law. And it would have prevented Mueller from investigating  matters  that occurred before Trump announced his presidential campaign.Also in August, DeSantis used an appearance at the Palm Beach County Republican Party s annual lobsterfest to advertise his pro-Trump credentials.As he delivered a combination political speech and invocation, the big screens at the front of the room flashed a picture of DeSantis, his wife, their infant daughter, the president and First Lady Melania Trump outside the White House.DeSantis said the president complimented his wife on her appearance.At that Palm Beach County appearance, and at events throughout the state, DeSantis has been laying the groundwork for a 2018 candidacy for the Republican nomination to run for governor.Here s Ron DeSantis blasting the press and our government agencies for giving Barack Obama a free pass over his support for Hezbollah:The Trump effect: DeSantis reflects the shifting type of Republican candidate under Trump: he s a Fox News contributor, a member of the conservative House Freedom Caucus, a supporter of Trump s recent decision to make Jerusalem the home of the U.S. embassy in Israel, and he opposes Special Counsel Bob Mueller s Russia probe (even calling for it to end after just six months).",politics,0
